,Time (s),Sigma_1 (Pa),Sigma_3 (Pa),Epsilon_1 (-),Epsilon_3 (-),D_0 (cm),H_0 (cm),Mass (kg)
0,0,4200000,4000000,"0,0000183177570093458","0,0000159252336448598","0,0482122912305783","0,0866395961060236","0,350627176698274"
1,"102,342342342342","4359199,1991992",4000000,"0,0000198056004101628","0,0000155086374007487","0,0482122912305783","0,0866395961060236","0,350627176698274"
2,"204,684684684685","4518398,3983984",4000000,"0,00002129344537922","0,0000150920403725176","0,0482122912305783","0,0866395961060236","0,350627176698274"
3,"307,027027027027","4677597,5975976",4000000,"0,0000227812945605734","0,0000146754412381383","0,0482122912305783","0,0866395961060236","0,350627176698274"
4,"409,369369369369","4836796,7967968",4000000,"0,0000242691527411355","0,0000142588376041546","0,0482122912305783","0,0866395961060236","0,350627176698274"
5,"511,711711711712","4995995,995996",4000000,"0,0000257570275830601","0,0000138422256394897","0,0482122912305783","0,0866395961060236","0,350627176698274"
6,"614,054054054054","5155195,1951952",4000000,"0,0000272449303962801","0,0000134255996891772","0,0482122912305783","0,0866395961060236","0,350627176698274"
7,"716,396396396396","5314394,39439439",4000000,"0,0000287328769456984","0,0000130089518707654","0,0482122912305783","0,0866395961060236","0,350627176698274"
8,"818,738738738739","5473593,59359359",4000000,"0,0000302208882890389","0,0000125922716553926","0,0482122912305783","0,0866395961060236","0,350627176698274"
9,"921,081081081081","5632792,79279279",4000000,"0,0000317089916422993","0,0000121755454350598","0,0482122912305783","0,0866395961060236","0,350627176698274"
10,"1023,42342342342","5791991,99199199",4000000,"0,0000331972212703823","0,0000117587560773157","0,0482122912305783","0,0866395961060236","0,350627176698274"
11,"1125,76576576577","5951191,19119119",4000000,"0,000034685619400926","0,0000113418824683413","0,0482122912305783","0,0866395961060236","0,350627176698274"
12,"1228,10810810811","6110390,39039039",4000000,"0,0000361742371596853","0,0000109248990452591","0,0482122912305783","0,0866395961060236","0,350627176698274"
13,"1330,45045045045","6269589,58958959",4000000,"0,0000376631355260679","0,0000105077753183652","0,0482122912305783","0,0866395961060236","0,350627176698274"
14,"1432,79279279279","6428788,78878879",4000000,"0,0000391523863076199","0,0000100904753838866","0,0482122912305783","0,0866395961060236","0,350627176698274"
15,"1535,13513513514","6587987,98798799",4000000,"0,000040642073132416","0,000009672957427786","0,0482122912305783","0,0866395961060236","0,350627176698274"
16,"1637,47747747748","6747187,18718719",4000000,"0,0000421322924584315","0,00000925517322107566","0,0482122912305783","0,0866395961060236","0,350627176698274"
17,"1739,81981981982","6906386,38638639",4000000,"0,00004362315459908","0,00000883706760704884","0,0482122912305783","0,0866395961060236","0,350627176698274"
18,"1842,16216216216",7000000,4000000,"0,0000445015027969022","0,000008590370096876","0,0482122912305783","0,0866395961060236","0,350627176698274"
19,"1944,50450450451",7000000,4000000,"0,0000445049574095505","0,00000858864279055186","0,0482122912305783","0,0866395961060236","0,350627176698274"
20,"2046,84684684685",7000000,4000000,"0,0000445084120221988","0,00000858691548422772","0,0482122912305783","0,0866395961060236","0,350627176698274"
21,"2149,18918918919",7000000,4000000,"0,000044511866634847","0,00000858518817790358","0,0482122912305783","0,0866395961060236","0,350627176698274"
