,Time (s),Sigma_1 (Pa),Sigma_3 (Pa),Epsilon_1 (-),Epsilon_3 (-),D_0 (cm),H_0 (cm),Mass (kg)
0,0,4200000,4000000,"0,0000181818181818182","0,0000155555555555556","0,0420671915533943","0,0974146461235475","0,297415760041514"
1,"102,342342342342","4359199,1991992",4000000,"0,0000197898911656142","0,0000150731336074943","0,0420671915533943","0,0974146461235475","0,297415760041514"
2,"204,684684684685","4518398,3983984",4000000,"0,0000213979651663066","0,0000145907111509849","0,0420671915533943","0,0974146461235475","0,297415760041514"
3,"307,027027027027","4677597,5975976",4000000,"0,0000230060419391456","0,0000141082873084022","0,0420671915533943","0,0974146461235475","0,297415760041514"
4,"409,369369369369","4836796,7967968",4000000,"0,0000246141247029572","0,0000136258604703331","0,0420671915533943","0,0974146461235475","0,297415760041514"
5,"511,711711711712","4995995,995996",4000000,"0,0000262222186631655","0,0000131434280340658","0,0420671915533943","0,0974146461235475","0,297415760041514"
6,"614,054054054054","5155195,1951952",4000000,"0,00002783033156938","0,0000126609861247953","0,0420671915533943","0,0974146461235475","0,297415760041514"
7,"716,396396396396","5314394,39439439",4000000,"0,0000294384743031156","0,0000121785293017642","0,0420671915533943","0,0974146461235475","0,297415760041514"
8,"818,738738738739","5473593,59359359",4000000,"0,0000310466614923902","0,0000116960502509637","0,0420671915533943","0,0974146461235475","0,297415760041514"
9,"921,081081081081","5632792,79279279",4000000,"0,0000326549121506914","0,0000112135394656498","0,0420671915533943","0,0974146461235475","0,297415760041514"
10,"1023,42342342342","5791991,99199199",4000000,"0,0000342632503383095","0,0000107309849156776","0,0420671915533943","0,0974146461235475","0,297415760041514"
11,"1125,76576576577","5951191,19119119",4000000,"0,0000358717058443921","0,000010248371706473","0,0420671915533943","0,0974146461235475","0,297415760041514"
12,"1228,10810810811","6110390,39039039",4000000,"0,0000374803148883439","0,00000976568172833391","0,0420671915533943","0,0974146461235475","0,297415760041514"
13,"1330,45045045045","6269589,58958959",4000000,"0,0000390891208393968","0,00000928289329664424","0,0420671915533943","0,0974146461235475","0,297415760041514"
14,"1432,79279279279","6428788,78878879",4000000,"0,000040698174953338","0,00000879998078351039","0,0420671915533943","0,0974146461235475","0,297415760041514"
15,"1535,13513513514","6587987,98798799",4000000,"0,0000423075371255088","0,00000831691424126175","0,0420671915533943","0,0974146461235475","0,297415760041514"
16,"1637,47747747748","6747187,18718719",4000000,"0,0000439172766592911","0,00000783365901820735","0,0420671915533943","0,0974146461235475","0,297415760041514"
17,"1739,81981981982","6906386,38638639",4000000,"0,0000455274730493858","0,00000735017536699679","0,0420671915533943","0,0974146461235475","0,297415760041514"
18,"1842,16216216216",7000000,4000000,"0,000046475498930294","0,00000706528083788331","0,0420671915533943","0,0974146461235475","0,297415760041514"
19,"1944,50450450451",7000000,4000000,"0,0000464779327544991","0,00000706406392578077","0,0420671915533943","0,0974146461235475","0,297415760041514"
20,"2046,84684684685",7000000,4000000,"0,0000464803665787042","0,00000706284701367823","0,0420671915533943","0,0974146461235475","0,297415760041514"
21,"2149,18918918919",7000000,4000000,"0,0000464828004029093","0,00000706163010157569","0,0420671915533943","0,0974146461235475","0,297415760041514"
22,"2251,53153153153",7000000,4000000,"0,0000464852342271143","0,00000706041318947315","0,0420671915533943","0,0974146461235475","0,297415760041514"
23,"2353,87387387387",7000000,4000000,"0,0000464876680513194","0,00000705919627737061","0,0420671915533943","0,0974146461235475","0,297415760041514"
24,"2456,21621621622",7000000,4000000,"0,0000464901018755245","0,00000705797936526807","0,0420671915533943","0,0974146461235475","0,297415760041514"
25,"2558,55855855856",7000000,4000000,"0,0000464925356997296","0,00000705676245316553","0,0420671915533943","0,0974146461235475","0,297415760041514"
26,"2660,9009009009",7000000,4000000,"0,0000464949695239346","0,00000705554554106299","0,0420671915533943","0,0974146461235475","0,297415760041514"
27,"2763,24324324324",7000000,4000000,"0,0000464974033481397","0,00000705432862896045","0,0420671915533943","0,0974146461235475","0,297415760041514"
28,"2865,58558558559",7000000,4000000,"0,0000464998371723448","0,00000705311171685792","0,0420671915533943","0,0974146461235475","0,297415760041514"
29,"2967,92792792793",7000000,4000000,"0,0000465022709965499","0,00000705189480475538","0,0420671915533943","0,0974146461235475","0,297415760041514"
30,"3070,27027027027",7000000,4000000,"0,000046504704820755","0,00000705067789265284","0,0420671915533943","0,0974146461235475","0,297415760041514"
31,"3172,61261261261",7000000,4000000,"0,00004650713864496","0,0000070494609805503","0,0420671915533943","0,0974146461235475","0,297415760041514"
32,"3274,95495495496",7000000,4000000,"0,0000465095724691651","0,00000704824406844776","0,0420671915533943","0,0974146461235475","0,297415760041514"
33,"3377,2972972973",7000000,4000000,"0,0000465120062933702","0,00000704702715634522","0,0420671915533943","0,0974146461235475","0,297415760041514"
34,"3479,63963963964",7000000,4000000,"0,0000465144401175753","0,00000704581024424268","0,0420671915533943","0,0974146461235475","0,297415760041514"
35,"3581,98198198198",7000000,4000000,"0,0000465168739417803","0,00000704459333214014","0,0420671915533943","0,0974146461235475","0,297415760041514"
36,"3684,32432432433",7000000,4000000,"0,0000465193077659854","0,0000070433764200376","0,0420671915533943","0,0974146461235475","0,297415760041514"
37,"3786,66666666667",7000000,4000000,"0,0000465217415901905","0,00000704215950793506","0,0420671915533943","0,0974146461235475","0,297415760041514"
38,"3889,00900900901",7000000,4000000,"0,0000465241754143956","0,00000704094259583252","0,0420671915533943","0,0974146461235475","0,297415760041514"
39,"3991,35135135135",7000000,4000000,"0,0000465266092386007","0,00000703972568372999","0,0420671915533943","0,0974146461235475","0,297415760041514"
40,"4093,69369369369",7000000,4000000,"0,0000465290430628057","0,00000703850877162745","0,0420671915533943","0,0974146461235475","0,297415760041514"
41,"4196,03603603604",7000000,4000000,"0,0000465314768870108","0,00000703729185952491","0,0420671915533943","0,0974146461235475","0,297415760041514"
42,"4298,37837837838",7000000,4000000,"0,0000465339107112159","0,00000703607494742237","0,0420671915533943","0,0974146461235475","0,297415760041514"
43,"4400,72072072072",7000000,4000000,"0,000046536344535421","0,00000703485803531983","0,0420671915533943","0,0974146461235475","0,297415760041514"
44,"4503,06306306306",7000000,4000000,"0,0000465387783596261","0,00000703364112321729","0,0420671915533943","0,0974146461235475","0,297415760041514"
45,"4605,40540540541",7000000,4000000,"0,0000465412121838311","0,00000703242421111475","0,0420671915533943","0,0974146461235475","0,297415760041514"
46,"4707,74774774775",7000000,4000000,"0,0000465436460080362","0,00000703120729901221","0,0420671915533943","0,0974146461235475","0,297415760041514"
47,"4810,09009009009",7000000,4000000,"0,0000465460798322413","0,00000702999038690967","0,0420671915533943","0,0974146461235475","0,297415760041514"
48,"4912,43243243243",7000000,4000000,"0,0000465485136564464","0,00000702877347480713","0,0420671915533943","0,0974146461235475","0,297415760041514"
49,"5014,77477477478",7000000,4000000,"0,0000465509474806514","0,00000702755656270459","0,0420671915533943","0,0974146461235475","0,297415760041514"
50,"5117,11711711712",7000000,4000000,"0,0000465533813048565","0,00000702633965060206","0,0420671915533943","0,0974146461235475","0,297415760041514"
51,"5219,45945945946",7000000,4000000,"0,0000465558151290616","0,00000702512273849952","0,0420671915533943","0,0974146461235475","0,297415760041514"
52,"5321,8018018018",7000000,4000000,"0,0000465582489532667","0,00000702390582639698","0,0420671915533943","0,0974146461235475","0,297415760041514"
53,"5424,14414414415",7000000,4000000,"0,0000465606827774718","0,00000702268891429444","0,0420671915533943","0,0974146461235475","0,297415760041514"
54,"5526,48648648649",7000000,4000000,"0,0000465631166016768","0,0000070214720021919","0,0420671915533943","0,0974146461235475","0,297415760041514"
55,"5628,82882882883",7000000,4000000,"0,0000465655504258819","0,00000702025509008936","0,0420671915533943","0,0974146461235475","0,297415760041514"
56,"5731,17117117117",7000000,4000000,"0,000046567984250087","0,00000701903817798682","0,0420671915533943","0,0974146461235475","0,297415760041514"
57,"5833,51351351351",7000000,4000000,"0,0000465704180742921","0,00000701782126588428","0,0420671915533943","0,0974146461235475","0,297415760041514"
58,"5935,85585585586",7000000,4000000,"0,0000465728518984971","0,00000701660435378174","0,0420671915533943","0,0974146461235475","0,297415760041514"
59,"6038,1981981982",7000000,4000000,"0,0000465752857227022","0,0000070153874416792","0,0420671915533943","0,0974146461235475","0,297415760041514"
60,"6140,54054054054",7000000,4000000,"0,0000465777195469073","0,00000701417052957666","0,0420671915533943","0,0974146461235475","0,297415760041514"
