,Time (s),Sigma_1 (Pa),Sigma_3 (Pa),Epsilon_1 (-),Epsilon_3 (-),D_0 (cm),H_0 (cm),Mass (kg)
0,0,6200000,6000000,"0,0000262626262626263","0,0000236363636363637","0,0497268435996488","0,0909446449835145","0,391929753745363"
1,"102,342342342342","6245485,48548549",6000000,"0,0000267220756199198","0,0000234985288273845","0,0497268435996488","0,0909446449835145","0,391929753745363"
2,"204,684684684685","6290970,97097097",6000000,"0,0000271815249865449","0,0000233606940137396","0,0497268435996488","0,0909446449835145","0,391929753745363"
3,"307,027027027027","6336456,45645646",6000000,"0,0000276409743685399","0,0000232228591924098","0,0497268435996488","0,0909446449835145","0,391929753745363"
4,"409,369369369369","6381941,94194194",6000000,"0,0000281004237742052","0,0000230850243592448","0,0497268435996488","0,0909446449835145","0,391929753745363"
5,"511,711711711712","6427427,42742743",6000000,"0,0000285598732145022","0,0000229471895087639","0,0497268435996488","0,0909446449835145","0,391929753745363"
6,"614,054054054054","6472912,91291291",6000000,"0,000029019322703462","0,0000228093546339517","0,0497268435996488","0,0909446449835145","0,391929753745363"
7,"716,396396396396","6518398,3983984",6000000,"0,000029478772258604","0,0000226715197260483","0,0497268435996488","0,0909446449835145","0,391929753745363"
8,"818,738738738739","6563883,88388388",6000000,"0,0000299382219013625","0,0000225336847743367","0,0497268435996488","0,0909446449835145","0,391929753745363"
9,"921,081081081081","6609369,36936937",6000000,"0,0000303976716575218","0,0000223958497659247","0,0497268435996488","0,0909446449835145","0,391929753745363"
10,"1023,42342342342","6654854,85485486",6000000,"0,0000308571215576582","0,0000222580146855242","0,0497268435996488","0,0909446449835145","0,391929753745363"
11,"1125,76576576577","6700340,34034034",6000000,"0,0000313165716375893","0,0000221201795152263","0,0497268435996488","0,0909446449835145","0,391929753745363"
12,"1228,10810810811","6745825,82582583",6000000,"0,0000317760219388294","0,0000219823442342739","0,0497268435996488","0,0909446449835145","0,391929753745363"
13,"1330,45045045045","6791311,31131131",6000000,"0,0000322354725090517","0,0000218445088188304","0,0497268435996488","0,0909446449835145","0,391929753745363"
14,"1432,79279279279","6836796,7967968",6000000,"0,0000326949234025557","0,000021706673241746","0,0497268435996488","0,0909446449835145","0,391929753745363"
15,"1535,13513513514","6882282,28228228",6000000,"0,0000331543746807405","0,0000215688374723213","0,0497268435996488","0,0909446449835145","0,391929753745363"
16,"1637,47747747748","6927767,76776777",6000000,"0,0000336138264125834","0,0000214310014760674","0,0497268435996488","0,0909446449835145","0,391929753745363"
17,"1739,81981981982","6973253,25325325",6000000,"0,0000340732786751238","0,0000212931652144649","0,0497268435996488","0,0909446449835145","0,391929753745363"
18,"1842,16216216216",7000000,6000000,"0,0000343434510998423","0,0000212121128339172","0,0497268435996488","0,0909446449835145","0,391929753745363"
19,"1944,50450450451",7000000,6000000,"0,0000343434543655029","0,000021212111201087","0,0497268435996488","0,0909446449835145","0,391929753745363"
20,"2046,84684684685",7000000,6000000,"0,0000343434576311634","0,0000212121095682567","0,0497268435996488","0,0909446449835145","0,391929753745363"
21,"2149,18918918919",7000000,6000000,"0,0000343434608968239","0,0000212121079354264","0,0497268435996488","0,0909446449835145","0,391929753745363"
22,"2251,53153153153",7000000,6000000,"0,0000343434641624844","0,0000212121063025962","0,0497268435996488","0,0909446449835145","0,391929753745363"
23,"2353,87387387387",7000000,6000000,"0,000034343467428145","0,0000212121046697659","0,0497268435996488","0,0909446449835145","0,391929753745363"
24,"2456,21621621622",7000000,6000000,"0,0000343434706938055","0,0000212121030369357","0,0497268435996488","0,0909446449835145","0,391929753745363"
25,"2558,55855855856",7000000,6000000,"0,000034343473959466","0,0000212121014041054","0,0497268435996488","0,0909446449835145","0,391929753745363"
26,"2660,9009009009",7000000,6000000,"0,0000343434772251265","0,0000212120997712751","0,0497268435996488","0,0909446449835145","0,391929753745363"
27,"2763,24324324324",7000000,6000000,"0,0000343434804907871","0,0000212120981384449","0,0497268435996488","0,0909446449835145","0,391929753745363"
28,"2865,58558558559",7000000,6000000,"0,0000343434837564476","0,0000212120965056146","0,0497268435996488","0,0909446449835145","0,391929753745363"
29,"2967,92792792793",7000000,6000000,"0,0000343434870221081","0,0000212120948727843","0,0497268435996488","0,0909446449835145","0,391929753745363"
30,"3070,27027027027",7000000,6000000,"0,0000343434902877686","0,0000212120932399541","0,0497268435996488","0,0909446449835145","0,391929753745363"
31,"3172,61261261261",7000000,6000000,"0,0000343434935534292","0,0000212120916071238","0,0497268435996488","0,0909446449835145","0,391929753745363"
32,"3274,95495495496",7000000,6000000,"0,0000343434968190897","0,0000212120899742936","0,0497268435996488","0,0909446449835145","0,391929753745363"
33,"3377,2972972973",7000000,6000000,"0,0000343435000847502","0,0000212120883414633","0,0497268435996488","0,0909446449835145","0,391929753745363"
34,"3479,63963963964",7000000,6000000,"0,0000343435033504107","0,000021212086708633","0,0497268435996488","0,0909446449835145","0,391929753745363"
35,"3581,98198198198",7000000,6000000,"0,0000343435066160713","0,0000212120850758028","0,0497268435996488","0,0909446449835145","0,391929753745363"
36,"3684,32432432433",7000000,6000000,"0,0000343435098817318","0,0000212120834429725","0,0497268435996488","0,0909446449835145","0,391929753745363"
37,"3786,66666666667",7000000,6000000,"0,0000343435131473923","0,0000212120818101422","0,0497268435996488","0,0909446449835145","0,391929753745363"
38,"3889,00900900901",7000000,6000000,"0,0000343435164130528","0,000021212080177312","0,0497268435996488","0,0909446449835145","0,391929753745363"
39,"3991,35135135135",7000000,6000000,"0,0000343435196787134","0,0000212120785444817","0,0497268435996488","0,0909446449835145","0,391929753745363"
40,"4093,69369369369",7000000,6000000,"0,0000343435229443739","0,0000212120769116515","0,0497268435996488","0,0909446449835145","0,391929753745363"
41,"4196,03603603604",7000000,6000000,"0,0000343435262100344","0,0000212120752788212","0,0497268435996488","0,0909446449835145","0,391929753745363"
42,"4298,37837837838",7000000,6000000,"0,0000343435294756949","0,0000212120736459909","0,0497268435996488","0,0909446449835145","0,391929753745363"
43,"4400,72072072072",7000000,6000000,"0,0000343435327413555","0,0000212120720131607","0,0497268435996488","0,0909446449835145","0,391929753745363"
44,"4503,06306306306",7000000,6000000,"0,000034343536007016","0,0000212120703803304","0,0497268435996488","0,0909446449835145","0,391929753745363"
45,"4605,40540540541",7000000,6000000,"0,0000343435392726765","0,0000212120687475002","0,0497268435996488","0,0909446449835145","0,391929753745363"
46,"4707,74774774775",7000000,6000000,"0,000034343542538337","0,0000212120671146699","0,0497268435996488","0,0909446449835145","0,391929753745363"
47,"4810,09009009009",7000000,6000000,"0,0000343435458039975","0,0000212120654818396","0,0497268435996488","0,0909446449835145","0,391929753745363"
48,"4912,43243243243",7000000,6000000,"0,0000343435490696581","0,0000212120638490094","0,0497268435996488","0,0909446449835145","0,391929753745363"
49,"5014,77477477478",7000000,6000000,"0,0000343435523353186","0,0000212120622161791","0,0497268435996488","0,0909446449835145","0,391929753745363"
50,"5117,11711711712",7000000,6000000,"0,0000343435556009791","0,0000212120605833488","0,0497268435996488","0,0909446449835145","0,391929753745363"
51,"5219,45945945946",7000000,6000000,"0,0000343435588666397","0,0000212120589505186","0,0497268435996488","0,0909446449835145","0,391929753745363"
52,"5321,8018018018",7000000,6000000,"0,0000343435621323002","0,0000212120573176883","0,0497268435996488","0,0909446449835145","0,391929753745363"
53,"5424,14414414415",7000000,6000000,"0,0000343435653979607","0,0000212120556848581","0,0497268435996488","0,0909446449835145","0,391929753745363"
54,"5526,48648648649",7000000,6000000,"0,0000343435686636212","0,0000212120540520278","0,0497268435996488","0,0909446449835145","0,391929753745363"
55,"5628,82882882883",7000000,6000000,"0,0000343435719292818","0,0000212120524191975","0,0497268435996488","0,0909446449835145","0,391929753745363"
56,"5731,17117117117",7000000,6000000,"0,0000343435751949423","0,0000212120507863673","0,0497268435996488","0,0909446449835145","0,391929753745363"
57,"5833,51351351351",7000000,6000000,"0,0000343435784606028","0,000021212049153537","0,0497268435996488","0,0909446449835145","0,391929753745363"
58,"5935,85585585586",7000000,6000000,"0,0000343435817262633","0,0000212120475207067","0,0497268435996488","0,0909446449835145","0,391929753745363"
59,"6038,1981981982",7000000,6000000,"0,0000343435849919238","0,0000212120458878765","0,0497268435996488","0,0909446449835145","0,391929753745363"
60,"6140,54054054054",7000000,6000000,"0,0000343435882575844","0,0000212120442550462","0,0497268435996488","0,0909446449835145","0,391929753745363"
61,"6242,88288288288",7000000,6000000,"0,0000343435915232449","0,000021212042622216","0,0497268435996488","0,0909446449835145","0,391929753745363"
62,"6345,22522522523",7000000,6000000,"0,0000343435947889054","0,0000212120409893857","0,0497268435996488","0,0909446449835145","0,391929753745363"
63,"6447,56756756757",7000000,6000000,"0,0000343435980545659","0,0000212120393565554","0,0497268435996488","0,0909446449835145","0,391929753745363"
64,"6549,90990990991",7000000,6000000,"0,0000343436013202265","0,0000212120377237252","0,0497268435996488","0,0909446449835145","0,391929753745363"
65,"6652,25225225225",7000000,6000000,"0,000034343604585887","0,0000212120360908949","0,0497268435996488","0,0909446449835145","0,391929753745363"
66,"6754,5945945946",7000000,6000000,"0,0000343436078515475","0,0000212120344580646","0,0497268435996488","0,0909446449835145","0,391929753745363"
67,"6856,93693693694",7000000,6000000,"0,000034343611117208","0,0000212120328252344","0,0497268435996488","0,0909446449835145","0,391929753745363"
68,"6959,27927927928",7000000,6000000,"0,0000343436143828686","0,0000212120311924041","0,0497268435996488","0,0909446449835145","0,391929753745363"
69,"7061,62162162162",7000000,6000000,"0,0000343436176485291","0,0000212120295595739","0,0497268435996488","0,0909446449835145","0,391929753745363"
70,"7163,96396396396",7000000,6000000,"0,0000343436209141896","0,0000212120279267436","0,0497268435996488","0,0909446449835145","0,391929753745363"
71,"7266,30630630631",7000000,6000000,"0,0000343436241798501","0,0000212120262939133","0,0497268435996488","0,0909446449835145","0,391929753745363"
72,"7368,64864864865",7000000,6000000,"0,0000343436274455107","0,0000212120246610831","0,0497268435996488","0,0909446449835145","0,391929753745363"
73,"7470,99099099099",7000000,6000000,"0,0000343436307111712","0,0000212120230282528","0,0497268435996488","0,0909446449835145","0,391929753745363"
74,"7573,33333333333",7000000,6000000,"0,0000343436339768317","0,0000212120213954225","0,0497268435996488","0,0909446449835145","0,391929753745363"
75,"7675,67567567568",7000000,6000000,"0,0000343436372424922","0,0000212120197625923","0,0497268435996488","0,0909446449835145","0,391929753745363"
76,"7778,01801801802",7000000,6000000,"0,0000343436405081528","0,000021212018129762","0,0497268435996488","0,0909446449835145","0,391929753745363"
77,"7880,36036036036",7000000,6000000,"0,0000343436437738133","0,0000212120164969318","0,0497268435996488","0,0909446449835145","0,391929753745363"
78,"7982,7027027027",7000000,6000000,"0,0000343436470394738","0,0000212120148641015","0,0497268435996488","0,0909446449835145","0,391929753745363"
79,"8085,04504504505",7000000,6000000,"0,0000343436503051343","0,0000212120132312712","0,0497268435996488","0,0909446449835145","0,391929753745363"
